"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 05 10:20:03 GMT 2024","Mon Aug 05 10:20:03 GMT 2024","142","test/golden_test.dart","","","","","Component: DiagramCard, Story: Default (variant: Linux)",""
"passed","Mon Aug 05 10:20:03 GMT 2024","Mon Aug 05 10:20:03 GMT 2024","4","test/groups_test.dart","composite group of groups and tests","","","","always passed",""
"passed","Mon Aug 05 10:20:03 GMT 2024","Mon Aug 05 10:20:03 GMT 2024","138","test/golden_test.dart","","","","","Component: DiagramCard, Story: Default (variant: CI)",""
"passed","Mon Aug 05 10:20:02 GMT 2024","Mon Aug 05 10:20:02 GMT 2024","570","test/golden_test.dart","","","","","Component: ProfitCell, Story: Default (variant: Linux)",""
"passed","Mon Aug 05 10:20:03 GMT 2024","Mon Aug 05 10:20:03 GMT 2024","148","test/golden_test.dart","","","","","Component: FrostReceivedCard, Story: Default (variant: Linux)",""
"passed","Mon Aug 05 10:20:03 GMT 2024","Mon Aug 05 10:20:03 GMT 2024","122","test/golden_test.dart","","","","","Component: RatingReceivedCard, Story: Default (variant: Linux)",""
"passed","Mon Aug 05 10:20:04 GMT 2024","Mon Aug 05 10:20:04 GMT 2024","2","test/simple_test.dart","","","","","Muted: int.parse successfully parses ""1""",""
"passed","Mon Aug 05 10:20:04 GMT 2024","Mon Aug 05 10:20:04 GMT 2024","138","test/golden_test.dart","","","","","Component: FrostBenefit, Story: Default (variant: CI)",""
"failed","Mon Aug 05 10:20:04 GMT 2024","Mon Aug 05 10:20:04 GMT 2024","13","test/simple_test.dart","","","","","Flaky: int.parse successfully parses ""1""",""
"passed","Mon Aug 05 10:20:01 GMT 2024","Mon Aug 05 10:20:01 GMT 2024","5","test/meta_test.dart","","","","","links test","This test has multiple links"
"passed","Mon Aug 05 10:20:02 GMT 2024","Mon Aug 05 10:20:03 GMT 2024","114","test/golden_test.dart","","","","","Component: ProfitCell, Story: Second (variant: CI)",""
"failed","Mon Aug 05 10:20:04 GMT 2024","Mon Aug 05 10:20:04 GMT 2024","26","test/simple_test.dart","","","","","Known: int.parse successfully parses ""2""",""
"passed","Mon Aug 05 10:20:02 GMT 2024","Mon Aug 05 10:20:02 GMT 2024","10","test/feature_test.dart","","","","","Feature B - Story B",""
"passed","Mon Aug 05 10:20:01 GMT 2024","Mon Aug 05 10:20:02 GMT 2024","161","test/golden_test.dart","","","","","Hello world",""
"passed","Mon Aug 05 10:20:01 GMT 2024","Mon Aug 05 10:20:01 GMT 2024","7","test/meta_test.dart","","","","","severity test","This test has Severity: Severity.trivial"
"passed","Mon Aug 05 10:20:01 GMT 2024","Mon Aug 05 10:20:01 GMT 2024","40","test/meta_test.dart","","","","","description test","# Test with description

Description can have multilines
"
"passed","Mon Aug 05 10:20:04 GMT 2024","Mon Aug 05 10:20:04 GMT 2024","152","test/golden_test.dart","","","","","Component: RatingBenefit, Story: Default (variant: Linux)",""
"passed","Mon Aug 05 10:20:02 GMT 2024","Mon Aug 05 10:20:02 GMT 2024","4","test/feature_test.dart","","","","","Feature A - Story B",""
"passed","Mon Aug 05 10:20:03 GMT 2024","Mon Aug 05 10:20:04 GMT 2024","152","test/golden_test.dart","","","","","Component: FrostBenefit, Story: Default (variant: Linux)",""
"passed","Mon Aug 05 10:20:03 GMT 2024","Mon Aug 05 10:20:03 GMT 2024","145","test/golden_test.dart","","","","","Component: RatingReceivedCard, Story: Default (variant: CI)",""
"failed","Mon Aug 05 10:20:04 GMT 2024","Mon Aug 05 10:20:04 GMT 2024","6","test/simple_test.dart","","","","","Muted: int.parse fails",""
"passed","Mon Aug 05 10:20:02 GMT 2024","Mon Aug 05 10:20:02 GMT 2024","124","test/golden_test.dart","","","","","Component: ProfitCell, Story: Second (variant: Linux)",""
"passed","Mon Aug 05 10:20:04 GMT 2024","Mon Aug 05 10:20:04 GMT 2024","31","test/simple_test.dart","","","","","int.parse successfully parses ""1""",""
