"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12","always passed","test/groups_test.dart","Sat Dec 21 11:19:15 GMT 2024","passed","Sat Dec 21 11:19:15 GMT 2024","sublevel of two level group","two level group","",""
"","162","Component: RatingBenefit, Story: Default (variant: CI)","test/golden_test.dart","Sat Dec 21 11:19:19 GMT 2024","failed","Sat Dec 21 11:19:19 GMT 2024","","","",""
"","149","Component: FrostBenefit, Story: Default (variant: CI)","test/golden_test.dart","Sat Dec 21 11:19:19 GMT 2024","failed","Sat Dec 21 11:19:20 GMT 2024","","","",""
"","119","Component: FrostReceivedCard, Story: Default (variant: Linux)","test/golden_test.dart","Sat Dec 21 11:19:20 GMT 2024","passed","Sat Dec 21 11:19:20 GMT 2024","","","",""
"","3","always passed","test/groups_test.dart","Sat Dec 21 11:19:15 GMT 2024","passed","Sat Dec 21 11:19:15 GMT 2024","sublevel of two level group, another sublevel","composite group of groups and tests","",""
"This test has multiple links","3","links test","test/meta_test.dart","Sat Dec 21 11:19:17 GMT 2024","passed","Sat Dec 21 11:19:17 GMT 2024","","","",""
"# Test with description

Description can have multilines
","28","description test","test/meta_test.dart","Sat Dec 21 11:19:17 GMT 2024","passed","Sat Dec 21 11:19:17 GMT 2024","","","",""
"","105","Component: RatingReceivedCard, Story: Default (variant: Linux)","test/golden_test.dart","Sat Dec 21 11:19:20 GMT 2024","passed","Sat Dec 21 11:19:20 GMT 2024","","","",""
"","6","Feature A - Story B","test/feature_test.dart","Sat Dec 21 11:19:16 GMT 2024","passed","Sat Dec 21 11:19:16 GMT 2024","","","",""
"","4","always passed","test/groups_test.dart","Sat Dec 21 11:19:15 GMT 2024","passed","Sat Dec 21 11:19:15 GMT 2024","sublevel of two level group","composite group of groups and tests","",""
"","38","Known: int.parse successfully parses ""2""","test/simple_test.dart","Sat Dec 21 11:19:16 GMT 2024","failed","Sat Dec 21 11:19:16 GMT 2024","","","",""
"","4","Muted: int.parse successfully parses ""1""","test/simple_test.dart","Sat Dec 21 11:19:16 GMT 2024","passed","Sat Dec 21 11:19:16 GMT 2024","","","",""
"","3","always passed","test/groups_test.dart","Sat Dec 21 11:19:15 GMT 2024","passed","Sat Dec 21 11:19:15 GMT 2024","sublevel of two level group, another sublevel","three level group","",""
"","117","Component: ProfitCell, Story: Second (variant: CI)","test/golden_test.dart","Sat Dec 21 11:19:19 GMT 2024","passed","Sat Dec 21 11:19:19 GMT 2024","","","",""
"","562","Component: ProfitCell, Story: Default (variant: Linux)","test/golden_test.dart","Sat Dec 21 11:19:18 GMT 2024","passed","Sat Dec 21 11:19:18 GMT 2024","","","",""
"","134","Hello world","test/golden_test.dart","Sat Dec 21 11:19:18 GMT 2024","passed","Sat Dec 21 11:19:18 GMT 2024","","","",""
